偽錫泣恫炎才偽已�鯀� x, y, z, i, j, k 、紗堀業 a
48.668414, -32.599695, 124.848499, 0.371357, 0.673001, 0.000000、0.052386
48.615480, -32.610090, 124.907559, 0.371930, 0.672019, 0.000000、0.049298
48.562663, -32.620621, 124.966701, 0.372502, 0.671036, 0.000000、0.045570
48.509965, -32.631290, 125.025923, 0.373073, 0.670052, 0.000000、0.041207
48.457385, -32.642096, 125.085226, 0.373642, 0.669067, 0.000000、0.036210
48.404924, -32.653040, 125.144609, 0.374209, 0.668082, 0.000000、0.030584
48.352582, -32.664123, 125.204071, 0.374775, 0.667095, 0.000000、0.024599
48.300359, -32.675346, 125.263612, 0.375339, 0.666108, 0.000000、0.019179
48.248256, -32.686708, 125.323231, 0.375902, 0.665120, 0.000000、0.014221
48.196274, -32.698210, 125.382928, 0.376463, 0.664132, 0.000000、0.009644
48.144411, -32.709852, 125.442703, 0.377022, 0.663142, 0.000000、0.005445
48.092669, -32.721636, 125.502554, 0.377580, 0.662152, 0.000000、0.001623
48.041049, -32.733562, 125.562482, 0.378136, 0.661161, 0.000000、-0.001823
47.989549, -32.745629, 125.622486, 0.378691, 0.660169, 0.000000、-0.004897
47.938171, -32.757840, 125.682565, 0.379243, 0.659176, 0.000000、-0.007598
47.886915, -32.770193, 125.742718, 0.379795, 0.658182, 0.000000、-0.009930
47.835781, -32.782690, 125.802946, 0.380344, 0.657188, 0.000000、-0.011893
47.784770, -32.795331, 125.863248, 0.380892, 0.656193, 0.000000、-0.013491
47.733881, -32.808116, 125.923623, 0.381439, 0.655197, 0.000000、-0.014723
47.683115, -32.821046, 125.984071, 0.381984, 0.654201, 0.000000、-0.015592
47.632473, -32.834122, 126.044591, 0.382527, 0.653203, 0.000000、-0.016100
47.581955, -32.847343, 126.105182, 0.383068, 0.652205, 0.000000、-0.016248
47.531560, -32.860711, 126.165844, 0.383608, 0.651206, 0.000000、-0.016038
47.481290, -32.874226, 126.226577, 0.384146, 0.650207, 0.000000、-0.015472
47.431144, -32.887888, 126.287380, 0.384682, 0.649206, 0.000000、-0.014551
47.381123, -32.901698, 126.348253, 0.385217, 0.648205, 0.000000、-0.013276
47.331227, -32.915655, 126.409194, 0.385750, 0.647203, 0.000000、-0.011651
47.281457, -32.929762, 126.470203, 0.386281, 0.646201, 0.000000、-0.009675
47.231812, -32.944017, 126.531280, 0.386810, 0.645197, 0.000000、-0.007350
47.182293, -32.958422, 126.592425, 0.387338, 0.644193, 0.000000、-0.004679
47.132901, -32.972977, 126.653636, 0.387864, 0.643188, 0.000000、-0.001663
47.083635, -32.987682, 126.714913, 0.388389, 0.642183, 0.000000、0.001698
47.034496, -33.002537, 126.776255, 0.388911, 0.641177, 0.000000、0.005262
46.985484, -33.017544, 126.837662, 0.389432, 0.640170, 0.000000、0.008491
46.936599, -33.032703, 126.899134, 0.389951, 0.639162, 0.000000、0.011427
46.887842, -33.048013, 126.960669, 0.390468, 0.638154, 0.000000、0.014124
46.839213, -33.063476, 127.022268, 0.390984, 0.637145, 0.000000、0.016581
46.790712, -33.079092, 127.083928, 0.391498, 0.636136, 0.000000、0.018800
46.742340, -33.094861, 127.145651, 0.392010, 0.635125, 0.000000、0.020782
46.694096, -33.110784, 127.207435, 0.392520, 0.634114, 0.000000、0.042138
46.645981, -33.126860, 127.269280, 0.393029, 0.633103, 0.000000、0.132903
46.597993, -33.143090, 127.331183, 0.393535, 0.632091, 0.000000、0.023598
46.550133, -33.159473, 127.393145, 0.394040, 0.631078, 0.000000、0.024697
46.502398, -33.176009, 127.455163, 0.394543, 0.630064, 0.000000、0.025561
46.454789, -33.192697, 127.517237, 0.395045, 0.629050, 0.000000、0.026192
46.407305, -33.209538, 127.579366, 0.395544, 0.628035, 0.000000、0.026590
46.359945, -33.226532, 127.641547, 0.396042, 0.627020, 0.000000、0.026757
46.312708, -33.243677, 127.703781, 0.396537, 0.626004, 0.000000、0.026694
46.265594, -33.260974, 127.766065, 0.397031, 0.624987, 0.000000、0.026402
46.218601, -33.278422, 127.828399, 0.397523, 0.623970, 0.000000、0.025881
46.171729, -33.296021, 127.890782, 0.398013, 0.622952, 0.000000、0.025134
46.124977, -33.313771, 127.953212, 0.398502, 0.621934, 0.000000、0.024161
46.078345, -33.331672, 128.015689, 0.398988, 0.620915, 0.000000、0.022963
46.031831, -33.349723, 128.078210, 0.399473, 0.619895, 0.000000、0.021542
45.985435, -33.367923, 128.140776, 0.399955, 0.618875, 0.000000、0.019899
45.939156, -33.386274, 128.203385, 0.400436, 0.617855, 0.000000、0.018035
45.892993, -33.404774, 128.266035, 0.400915, 0.616834, 0.000000、0.015951
45.846945, -33.423423, 128.328726, 0.401392, 0.615812, 0.000000、0.013648
45.801011, -33.442221, 128.391456, 0.401867, 0.614790, 0.000000、0.011136
45.755192, -33.461167, 128.454225, 0.402340, 0.613767, 0.000000、0.008683
45.709485, -33.480261, 128.517032, 0.402811, 0.612744, 0.000000、0.006536
45.663891, -33.499504, 128.579874, 0.403280, 0.611720, 0.000000、0.004603
45.618407, -33.518894, 128.642752, 0.403748, 0.610696, 0.000000、0.002876
45.573034, -33.538431, 128.705664, 0.404213, 0.609672, 0.000000、0.001353
45.527771, -33.558115, 128.768610, 0.404676, 0.608646, 0.000000、0.000034
45.482616, -33.577946, 128.831587, 0.405138, 0.607621, 0.000000、-0.001083
45.437569, -33.597923, 128.894595, 0.405597, 0.606595, 0.000000、-0.001999
45.392629, -33.618046, 128.957633, 0.406055, 0.605568, 0.000000、-0.002714
45.347795, -33.638314, 129.020701, 0.406510, 0.604541, 0.000000、-0.003230
45.303067, -33.658728, 129.083796, 0.406964, 0.603514, 0.000000、-0.003548
45.258443, -33.679288, 129.146918, 0.407416, 0.602486, 0.000000、-0.003670
45.213923, -33.699991, 129.210065, 0.407865, 0.601457, 0.000000、-0.003595
45.169506, -33.720840, 129.273238, 0.408313, 0.600429, 0.000000、-0.003326
45.125191, -33.741832, 129.336435, 0.408759, 0.599399, 0.000000、-0.002863
45.080976, -33.762968, 129.399654, 0.409202, 0.598370, 0.000000、-0.002208
45.036862, -33.784247, 129.462896, 0.409644, 0.597340, 0.000000、-0.001362
44.992848, -33.805670, 129.526158, 0.410084, 0.596309, 0.000000、-0.000325
44.948932, -33.827235, 129.589441, 0.410521, 0.595279, 0.000000、0.000901
44.905113, -33.848942, 129.652742, 0.410957, 0.594247, 0.000000、0.002314
44.861391, -33.870792, 129.716061, 0.411390, 0.593216, 0.000000、0.003914
44.817766, -33.892783, 129.779398, 0.411822, 0.592184, 0.000000、0.005699
44.774235, -33.914916, 129.842751, 0.412252, 0.591151, 0.000000、0.007669
44.730798, -33.937189, 129.906119, 0.412679, 0.590118, 0.000000、0.009822
44.687455, -33.959604, 129.969501, 0.413105, 0.589085, 0.000000、0.011897
44.644205, -33.982158, 130.032897, 0.413528, 0.588052, 0.000000、-0.033485
44.601048, -34.004854, 130.096306, 0.413950, 0.587018, 0.000000、0.018701
44.557986, -34.027691, 130.159729, 0.414369, 0.585984, 0.000000、0.021389
44.515019, -34.050669, 130.223165, 0.414787, 0.584949, 0.000000、0.023720
44.472147, -34.073789, 130.286615, 0.415202, 0.583914, 0.000000、0.025780
44.429372, -34.097051, 130.350078, 0.415616, 0.582879, 0.000000、0.027588
44.386695, -34.120456, 130.413554, 0.416027, 0.581844, 0.000000、0.029146
44.344116, -34.144003, 130.477044, 0.416436, 0.580808, 0.000000、0.030456
44.301636, -34.167693, 130.540546, 0.416844, 0.579772, 0.000000、0.031518
44.259255, -34.191527, 130.604062, 0.417249, 0.578735, 0.000000、0.032335
44.216975, -34.215504, 130.667590, 0.417653, 0.577698, 0.000000、0.032909
44.174796, -34.239625, 130.731132, 0.418054, 0.576661, 0.000000、0.033239
44.132719, -34.263891, 130.794685, 0.418454, 0.575624, 0.000000、0.033329
44.090744, -34.288301, 130.858252, 0.418851, 0.574586, 0.000000、0.033180
44.048873, -34.312856, 130.921831, 0.419247, 0.573548, 0.000000、0.032792
44.007106, -34.337556, 130.985422, 0.419640, 0.572510, 0.000000、0.032169
43.965444, -34.362401, 131.049026, 0.420032, 0.571472, 0.000000、0.031310
43.923888, -34.387392, 131.112641, 0.420421, 0.570433, 0.000000、0.030218
43.882438, -34.412528, 131.176269, 0.420809, 0.569394, 0.000000、0.028894
43.841094, -34.437811, 131.239908, 0.421195, 0.568355, 0.000000、0.027340
43.799859, -34.463240, 131.303559, 0.421578, 0.567315, 0.000000、0.025556
43.758731, -34.488816, 131.367221, 0.421960, 0.566275, 0.000000、0.023546
43.717713, -34.514538, 131.430894, 0.422340, 0.565235, 0.000000、0.021310
43.676805, -34.540407, 131.494579, 0.422718, 0.564195, 0.000000、0.018849
43.636007, -34.566424, 131.558274, 0.423094, 0.563155, 0.000000、0.016165
43.595320, -34.592589, 131.621980, 0.423468, 0.562114, 0.000000、0.013260
43.554745, -34.618900, 131.685697, 0.423840, 0.561074, 0.000000、0.010136
43.514283, -34.645360, 131.749424, 0.424210, 0.560033, 0.000000、0.006792
43.473933, -34.671968, 131.813161, 0.424578, 0.558992, 0.000000、0.003232
43.433698, -34.698725, 131.876907, 0.424945, 0.557950, 0.000000、-0.000541
43.393577, -34.725629, 131.940664, 0.425309, 0.556909, 0.000000、-0.004255
43.353571, -34.752683, 132.004430, 0.425671, 0.555867, 0.000000、-0.007444
43.313680, -34.779885, 132.068205, 0.426032, 0.554825, 0.000000、-0.010227
43.273907, -34.807237, 132.131989, 0.426391, 0.553783, 0.000000、-0.012632
43.234250, -34.834737, 132.195781, 0.426747, 0.552741, 0.000000、-0.014659
43.194711, -34.862387, 132.259583, 0.427102, 0.551699, 0.000000、-0.016313
43.155290, -34.890187, 132.323392, 0.427455, 0.550656, 0.000000、-0.017594
43.115989, -34.918136, 132.387209, 0.427806, 0.549614, 0.000000、-0.018505
43.076807, -34.946236, 132.451034, 0.428155, 0.548571, 0.000000、-0.019050
43.037744, -34.974485, 132.514866, 0.428503, 0.547529, 0.000000、-0.177035
42.998800, -35.002883, 132.578704, 0.428848, 0.546486, 0.000000、-0.081935
42.959972, -35.031429, 132.642547, 0.429191, 0.545443, 0.000000、-0.019188
42.921257, -35.060123, 132.706392, 0.429533, 0.544400, 0.000000、-0.018778
42.882652, -35.088964, 132.770238, 0.429873, 0.543356, 0.000000、-0.018012
42.844157, -35.117950, 132.834084, 0.430211, 0.542313, 0.000000、-0.016893
42.805768, -35.147080, 132.897927, 0.430548, 0.541269, 0.000000、-0.015423
42.767483, -35.176355, 132.961768, 0.430882, 0.540225, 0.000000、-0.013604
42.729299, -35.205773, 133.025603, 0.431215, 0.539180, 0.000000、-0.011438
42.691215, -35.235334, 133.089433, 0.431546, 0.538136, 0.000000、-0.008926
42.653228, -35.265035, 133.153254, 0.431876, 0.537091, 0.000000、-0.006072
42.615336, -35.294878, 133.217066, 0.432203, 0.536045, 0.000000、-0.002877
42.577536, -35.324860, 133.280867, 0.432530, 0.535000, 0.000000、0.000658
42.539827, -35.354982, 133.344657, 0.432854, 0.533954, 0.000000、0.004531
42.502206, -35.385242, 133.408433, 0.433177, 0.532907, 0.000000、0.008740
42.464672, -35.415640, 133.472194, 0.433498, 0.531860, 0.000000、0.013283
42.427220, -35.446174, 133.535939, 0.433818, 0.530813, 0.000000、0.018158
42.389851, -35.476845, 133.599667, 0.434136, 0.529765, 0.000000、0.023365
42.352560, -35.507651, 133.663375, 0.434453, 0.528717, 0.000000、0.028902
42.315347, -35.538592, 133.727064, 0.434768, 0.527668, 0.000000、0.034753
42.278210, -35.569667, 133.790731, 0.435081, 0.526618, 0.000000、0.040347
42.241145, -35.600875, 133.854376, 0.435394, 0.525568, 0.000000、0.045090
42.204150, -35.632216, 133.917997, 0.435704, 0.524518, 0.000000、0.049195
42.167225, -35.663689, 133.981592, 0.436013, 0.523467, 0.000000、0.052682
42.130366, -35.695293, 134.045161, 0.436321, 0.522415, 0.000000、0.055554
42.093571, -35.727027, 134.108703, 0.436627, 0.521363, 0.000000、0.057816
42.056839, -35.758892, 134.172216, 0.436932, 0.520310, 0.000000、0.059469
42.020168, -35.790886, 134.235698, 0.437236, 0.519256, 0.000000、0.060517
41.983554, -35.823008, 134.299149, 0.437538, 0.518202, 0.000000、0.060963
41.946997, -35.855258, 134.362568, 0.437839, 0.517146, 0.000000、0.060809
41.910494, -35.887636, 134.425954, 0.438138, 0.516091, 0.000000、0.060057
41.874043, -35.920141, 134.489304, 0.438436, 0.515034, 0.000000、0.058711
41.837642, -35.952772, 134.552618, 0.438733, 0.513977, 0.000000、0.056773
41.801289, -35.985528, 134.615896, 0.439029, 0.512918, 0.000000、0.054245
41.764983, -36.018409, 134.679135, 0.439323, 0.511859, 0.000000、0.051129
41.728720, -36.051414, 134.742334, 0.439616, 0.510799, 0.000000、0.047428
41.692499, -36.084543, 134.805494, 0.439908, 0.509738, 0.000000、0.043143
41.656319, -36.117796, 134.868611, 0.440198, 0.508677, 0.000000、0.038277
41.620177, -36.151171, 134.931685, 0.440487, 0.507614, 0.000000、0.032832
41.584070, -36.184667, 134.994716, 0.440775, 0.506551, 0.000000、0.026809
41.547998, -36.218286, 135.057702, 0.441062, 0.505486, 0.000000、0.020211
41.511959, -36.252025, 135.120641, 0.441348, 0.504421, 0.000000、0.013038
41.475949, -36.285884, 135.183533, 0.441632, 0.503354, 0.000000、0.005292
41.439968, -36.319863, 135.246377, 0.441916, 0.502287, 0.000000、-0.003024
41.404014, -36.353961, 135.309172, 0.442198, 0.501218, 0.000000、-0.011910
41.368084, -36.388178, 135.371916, 0.442479, 0.500148, 0.000000、-0.052145
41.332177, -36.422512, 135.434609, 0.442759, 0.499078, 0.000000、-0.116278
41.296290, -36.456960, 135.497250, 0.443038, 0.498006, 0.000000、-0.041974
41.260421, -36.491520, 135.559841, 0.443316, 0.496933, 0.000000、-0.052978
41.224569, -36.526190, 135.622379, 0.443593, 0.495859, 0.000000、-0.064339
41.188731, -36.560968, 135.684867, 0.443868, 0.494784, 0.000000、-0.074570
41.152906, -36.595851, 135.747302, 0.444143, 0.493708, 0.000000、-0.083495
41.117090, -36.630837, 135.809686, 0.444416, 0.492630, 0.000000、-0.091348
41.081283, -36.665924, 135.872017, 0.444688, 0.491552, 0.000000、-0.098133
41.045482, -36.701109, 135.934296, 0.444959, 0.490472, 0.000000、-0.103851
41.009685, -36.736390, 135.996524, 0.445229, 0.489391, 0.000000、-0.108507
40.973890, -36.771766, 136.058698, 0.445498, 0.488309, 0.000000、-0.112103
40.938094, -36.807233, 136.120820, 0.445766, 0.487226, 0.000000、-0.114639
40.902297, -36.842789, 136.182890, 0.446032, 0.486141, 0.000000、-0.116119
40.866496, -36.878433, 136.244907, 0.446298, 0.485055, 0.000000、-0.116543
40.830688, -36.914162, 136.306872, 0.446562, 0.483968, 0.000000、-0.115914
40.794872, -36.949974, 136.368783, 0.446825, 0.482880, 0.000000、-0.114231
40.759046, -36.985866, 136.430642, 0.447087, 0.481790, 0.000000、-0.111497
40.723207, -37.021837, 136.492447, 0.447348, 0.480699, 0.000000、-0.107712
40.687353, -37.057884, 136.554200, 0.447608, 0.479607, 0.000000、-0.102876
40.651484, -37.094005, 136.615900, 0.447867, 0.478514, 0.000000、-0.096991
40.615595, -37.130199, 136.677546, 0.448124, 0.477419, 0.000000、-0.090054
40.579686, -37.166462, 136.739139, 0.448381, 0.476322, 0.000000、-0.082067
40.543754, -37.202792, 136.800679, 0.448636, 0.475225, 0.000000、-0.073029
40.507797, -37.239188, 136.862166, 0.448890, 0.474126, 0.000000、-0.062939
40.471813, -37.275647, 136.923600, 0.449143, 0.473025, 0.000000、-0.051797
40.435799, -37.312167, 136.984980, 0.449395, 0.471924, 0.000000、-0.039601
40.399755, -37.348746, 137.046306, 0.449645, 0.470820, 0.000000、-0.026350
40.363677, -37.385382, 137.107579, 0.449895, 0.469716, 0.000000、-0.012043
40.327564, -37.422072, 137.168799, 0.450143, 0.468610, 0.000000、0.003323
40.291414, -37.458815, 137.229965, 0.450391, 0.467502, 0.000000、0.019749
40.255223, -37.495608, 137.291077, 0.450637, 0.466393, 0.000000、0.037237
40.218991, -37.532449, 137.352136, 0.450881, 0.465283, 0.000000、0.055790
40.182715, -37.569335, 137.413141, 0.451125, 0.464170, 0.000000、0.075412
40.146393, -37.606265, 137.474093, 0.451368, 0.463057, 0.000000、0.095635
40.110023, -37.643237, 137.534990, 0.451609, 0.461942, 0.000000、0.113685
40.073602, -37.680248, 137.595834, 0.451849, 0.460825, 0.000000、0.129404
40.037128, -37.717296, 137.656624, 0.452088, 0.459707, 0.000000、0.143168
40.000600, -37.754378, 137.717360, 0.452326, 0.458587, 0.000000、0.154973
39.964015, -37.791493, 137.778042, 0.452563, 0.457466, 0.000000、0.164819
39.927371, -37.828639, 137.838671, 0.452798, 0.456342, 0.000000、0.172701
39.890665, -37.865812, 137.899245, 0.453033, 0.455218, 0.000000、0.178618
39.853896, -37.903011, 137.959765, 0.453266, 0.454091, 0.000000、0.182565
39.817061, -37.940234, 138.020230, 0.453498, 0.452963, 0.000000、0.184539
39.780158, -37.977478, 138.080642, 0.453728, 0.451834, 0.000000、0.184535
39.743185, -38.014741, 138.140999, 0.453958, 0.450702, 0.000000、0.182549
39.706140, -38.052020, 138.201302, 0.454186, 0.449569, 0.000000、0.178574
39.669020, -38.089314, 138.261550, 0.454413, 0.448434, 0.000000、0.172606
39.631823, -38.126619, 138.321744, 0.454639, 0.447298, 0.000000、0.164639
39.594547, -38.163934, 138.381882, 0.454863, 0.446160, 0.000000、0.154666
39.557189, -38.201257, 138.441967, 0.455087, 0.445019, 0.000000、0.142680
39.519748, -38.238584, 138.501996, 0.455309, 0.443878, 0.000000、0.128674
39.482221, -38.275913, 138.561970, 0.455530, 0.442734, 0.000000、0.112640
39.444605, -38.313242, 138.621889, 0.455749, 0.441588, 0.000000、0.094571
39.406899, -38.350569, 138.681752, 0.455968, 0.440441, 0.000000、0.074458
39.369100, -38.387891, 138.741560, 0.456185, 0.439292, 0.000000、0.052292
39.331205, -38.425205, 138.801313, 0.456401, 0.438141, 0.000000、0.028063
39.293213, -38.462509, 138.861009, 0.456615, 0.436988, 0.000000、0.001763
39.255121, -38.499801, 138.920650, 0.456829, 0.435833, 0.000000、-0.026619
39.216926, -38.537077, 138.980235, 0.457041, 0.434677, 0.000000、-0.057094
39.178627, -38.574336, 139.039763, 0.457252, 0.433518, 0.000000、-0.089672
39.140220, -38.611574, 139.099235, 0.457461, 0.432357, 0.000000、-0.124364
39.101704, -38.648790, 139.158650, 0.457669, 0.431195, 0.000000、-0.084367
39.063077, -38.685981, 139.218009, 0.457876, 0.430031, 0.000000、0.223971
39.024340, -38.723149, 139.277310, 0.458082, 0.428864, 0.000000、-0.237982
38.985493, -38.760294, 139.336554, 0.458286, 0.427696, 0.000000、-0.271660
38.946537, -38.797416, 139.395739, 0.458489, 0.426526, 0.000000、-0.301173
38.907470, -38.834515, 139.454866, 0.458690, 0.425354, 0.000000、-0.326888
38.868295, -38.871593, 139.513933, 0.458891, 0.424180, 0.000000、-0.348787
38.829011, -38.908648, 139.572942, 0.459090, 0.423005, 0.000000、-0.366853
38.789618, -38.945683, 139.631891, 0.459287, 0.421828, 0.000000、-0.381068
38.750117, -38.982697, 139.690780, 0.459483, 0.420649, 0.000000、-0.391417
38.710507, -39.019690, 139.749608, 0.459678, 0.419468, 0.000000、-0.397884
38.670791, -39.056664, 139.808376, 0.459872, 0.418286, 0.000000、-0.400455
38.630966, -39.093618, 139.867083, 0.460064, 0.417102, 0.000000、-0.399116
38.591035, -39.130553, 139.925728, 0.460255, 0.415917, 0.000000、-0.393854
38.550997, -39.167470, 139.984312, 0.460444, 0.414730, 0.000000、-0.384657
38.510853, -39.204369, 140.042834, 0.460632, 0.413541, 0.000000、-0.371513
38.470603, -39.241250, 140.101294, 0.460819, 0.412351, 0.000000、-0.354410
38.430248, -39.278115, 140.159691, 0.461004, 0.411160, 0.000000、-0.333339
38.389787, -39.314962, 140.218025, 0.461188, 0.409967, 0.000000、-0.308291
38.349221, -39.351794, 140.276296, 0.461370, 0.408773, 0.000000、-0.279256
38.308551, -39.388611, 140.334504, 0.461551, 0.407577, 0.000000、-0.246226
38.267777, -39.425412, 140.392648, 0.461731, 0.406380, 0.000000、-0.209195
38.226899, -39.462199, 140.450728, 0.461909, 0.405181, 0.000000、-0.168156
38.185918, -39.498972, 140.508744, 0.462086, 0.403982, 0.000000、-0.123103
38.144834, -39.535732, 140.566696, 0.462261, 0.402781, 0.000000、-0.074031
38.103647, -39.572479, 140.624583, 0.462435, 0.401579, 0.000000、-0.020935
38.062359, -39.609213, 140.682405, 0.462607, 0.400376, 0.000000、0.036187
38.020969, -39.645936, 140.740162, 0.462779, 0.399171, 0.000000、0.097339
37.979477, -39.682648, 140.797853, 0.462948, 0.397966, 0.000000、0.162523
37.937885, -39.719349, 140.855479, 0.463116, 0.396759, 0.000000、0.231740
37.896193, -39.756041, 140.913039, 0.463283, 0.395551, 0.000000、0.304990
37.854400, -39.792722, 140.970533, 0.463448, 0.394342, 0.000000、0.380740
37.812508, -39.829395, 141.027961, 0.463612, 0.393133, 0.000000、0.448715
37.770518, -39.866060, 141.085323, 0.463775, 0.391922, 0.000000、0.507868
37.728428, -39.902718, 141.142618, 0.463936, 0.390710, 0.000000、0.559710
37.686241, -39.939368, 141.199846, 0.464095, 0.389498, 0.000000、0.604235
37.643956, -39.976011, 141.257008, 0.464253, 0.388284, 0.000000、0.641436
37.601574, -40.012649, 141.314102, 0.464410, 0.387070, 0.000000、0.671303
37.559096, -40.049282, 141.371129, 0.464565, 0.385855, 0.000000、0.693830
37.516522, -40.085909, 141.428088, 0.464719, 0.384639, 0.000000、0.709012
37.473852, -40.122533, 141.484980, 0.464871, 0.383423, 0.000000、0.716845
37.431087, -40.159153, 141.541803, 0.465022, 0.382205, 0.000000、0.717326
37.388229, -40.195770, 141.598558, 0.465171, 0.380988, 0.000000、0.710456
37.345276, -40.232384, 141.655245, 0.465319, 0.379769, 0.000000、0.696233
37.302230, -40.268997, 141.711864, 0.465465, 0.378550, 0.000000、0.674661
37.259092, -40.305609, 141.768413, 0.465610, 0.377330, 0.000000、0.645742
37.215861, -40.342220, 141.824894, 0.465753, 0.376110, 0.000000、0.609481
37.172539, -40.378831, 141.881305, 0.465895, 0.374889, 0.000000、0.565884
37.129127, -40.415442, 141.937647, 0.466036, 0.373668, 0.000000、0.514959
37.085624, -40.452054, 141.993920, 0.466175, 0.372446, 0.000000、0.456715
37.042032, -40.488668, 142.050122, 0.466312, 0.371224, 0.000000、0.391162
36.998351, -40.525285, 142.106254, 0.466448, 0.370001, 0.000000、0.318312
36.954582, -40.561904, 142.162317, 0.466583, 0.368778, 0.000000、0.238178
36.910725, -40.598526, 142.218309, 0.466716, 0.367555, 0.000000、0.150776
36.866781, -40.635152, 142.274230, 0.466847, 0.366332, 0.000000、0.056121
36.822751, -40.671783, 142.330080, 0.466977, 0.365108, 0.000000、-0.045769
36.778636, -40.708419, 142.385859, 0.467106, 0.363884, 0.000000、-0.154875
36.734435, -40.745060, 142.441567, 0.467233, 0.362660, 0.000000、-0.271176
36.690151, -40.781707, 142.497204, 0.467359, 0.361436, 0.000000、-0.394651
36.645783, -40.818362, 142.552769, 0.467483, 0.360212, 0.000000、-0.525276
36.601333, -40.855023, 142.608262, 0.467606, 0.358988, 0.000000、-0.661056
36.556800, -40.891692, 142.663683, 0.467727, 0.357763, 0.000000、-0.784712
36.512187, -40.928370, 142.719032, 0.467847, 0.356539, 0.000000、-0.892676
36.467493, -40.965057, 142.774308, 0.467965, 0.355315, 0.000000、-0.988074
36.422718, -41.001753, 142.829512, 0.468082, 0.354091, 0.000000、-1.070958
36.377865, -41.038459, 142.884643, 0.468197, 0.352867, 0.000000、-1.154361
36.332934, -41.075175, 142.939701, 0.468311, 0.351643, 0.000000、-1.719510
36.287923, -41.111901, 142.994686, 0.468423, 0.350419, 0.000000、-1.243373
36.242834, -41.148637, 143.049599, 0.468534, 0.349195, 0.000000、-1.277714
36.197665, -41.185381, 143.104438, 0.468644, 0.347971, 0.000000、-1.299743
36.152417, -41.222134, 143.159204, 0.468752, 0.346747, 0.000000、-1.309494
36.107089, -41.258895, 143.213897, 0.468859, 0.345523, 0.000000、-1.306998
36.061681, -41.295663, 143.268517, 0.468964, 0.344300, 0.000000、-1.292280
36.016193, -41.332437, 143.323064, 0.469068, 0.343076, 0.000000、-1.265366
35.970624, -41.369219, 143.377537, 0.469171, 0.341851, 0.000000、-1.226275
35.924974, -41.406006, 143.431937, 0.469272, 0.340627, 0.000000、-1.175028
35.879244, -41.442798, 143.486263, 0.469371, 0.339403, 0.000000、-1.111640
35.833432, -41.479596, 143.540516, 0.469470, 0.338178, 0.000000、-1.036123
35.787538, -41.516398, 143.594695, 0.469567, 0.336953, 0.000000、-0.948488
35.741563, -41.553204, 143.648801, 0.469663, 0.335728, 0.000000、-0.848743
35.695505, -41.590013, 143.702833, 0.469757, 0.334502, 0.000000、-0.736892
35.649364, -41.626826, 143.756791, 0.469850, 0.333276, 0.000000、-0.612937
35.603140, -41.663642, 143.810676, 0.469942, 0.332050, 0.000000、-0.476876
35.556833, -41.700459, 143.864487, 0.470032, 0.330823, 0.000000、-0.328705
35.510441, -41.737279, 143.918224, 0.470122, 0.329596, 0.000000、-0.168419
35.463966, -41.774099, 143.971887, 0.470210, 0.328368, 0.000000、0.003994
35.417405, -41.810921, 144.025477, 0.470296, 0.327140, 0.000000、0.188547
35.370760, -41.847742, 144.078993, 0.470382, 0.325911, 0.000000、0.385254
35.324029, -41.884564, 144.132435, 0.470466, 0.324681, 0.000000、0.594135
35.277211, -41.921386, 144.185803, 0.470549, 0.323451, 0.000000、0.814655
35.230307, -41.958206, 144.239097, 0.470630, 0.322221, 0.000000、1.030140
35.183316, -41.995025, 144.292317, 0.470711, 0.320989, 0.000000、1.226702
35.136238, -42.031842, 144.345463, 0.470790, 0.319757, 0.000000、1.409773
35.089071, -42.068657, 144.398535, 0.470868, 0.318524, 0.000000、1.579722
35.041816, -42.105469, 144.451533, 0.470944, 0.317291, 0.000000、1.736554
34.994472, -42.142278, 144.504456, 0.471020, 0.316056, 0.000000、1.880270
34.947039, -42.179083, 144.557305, 0.471094, 0.314821, 0.000000、2.010866
34.899515, -42.215883, 144.610080, 0.471167, 0.313584, 0.000000、2.128339
34.851902, -42.252679, 144.662780, 0.471239, 0.312347, 0.000000、2.232677
34.804197, -42.289469, 144.715405, 0.471310, 0.311109, 0.000000、2.323871
34.756402, -42.326253, 144.767955, 0.471380, 0.309870, 0.000000、2.401906
34.708514, -42.363031, 144.820430, 0.471448, 0.308630, 0.000000、2.466762
34.660534, -42.399801, 144.872829, 0.471516, 0.307388, 0.000000、2.518421
34.612462, -42.436564, 144.925153, 0.471582, 0.306146, 0.000000、2.556857
34.564297, -42.473318, 144.977401, 0.471647, 0.304903, 0.000000、2.582044
34.516038, -42.510064, 145.029572, 0.471711, 0.303658, 0.000000、2.593952
34.467684, -42.546800, 145.081667, 0.471773, 0.302412, 0.000000、2.592550
34.419237, -42.583525, 145.133686, 0.471835, 0.301165, 0.000000、2.577799
34.370694, -42.620240, 145.185628, 0.471895, 0.299917, 0.000000、2.549664
34.322056, -42.656943, 145.237492, 0.471955, 0.298667, 0.000000、2.508101
34.273322, -42.693634, 145.289279, 0.472013, 0.297416, 0.000000、2.453068
34.224492, -42.730312, 145.340987, 0.472070, 0.296164, 0.000000、2.384516
34.175565, -42.766977, 145.392618, 0.472126, 0.294910, 0.000000、2.302395
34.126541, -42.803627, 145.444169, 0.472181, 0.293655, 0.000000、2.206654
34.077419, -42.840262, 145.495642, 0.472235, 0.292399, 0.000000、2.097235
